city,name,context,filename,ratio
뚜이호아,Bánh Canh Hẹ Thành Tâm,"Banh Canh He Thanh Tam, Tuy Hoa, Phu Yen, Vietnam · exact restaurant storefront",thanhtam.jpg,16:9
뚜이호아,Quán Cô Ba Diệp,"Quan Co Ba Diep, Tuy Hoa, Phu Yen, Vietnam · tuna-eye / seafood restaurant, exact storefront",cobadiep.jpg,16:9
뚜이호아,Giặt Ủi Tuy Hòa Laundry,"Giat Ui Tuy Hoa Laundry Service, Tuy Hoa, Phu Yen, Vietnam · exact laundry storefront",giatuituyhoa.jpg,16:9
뚜이호아,Giặt Sấy Phú Yên,"Giat Say Phu Yen Laundry, Tuy Hoa, Phu Yen, Vietnam · exact laundry storefront",giatsayphuyen.jpg,16:9
뚜이호아,Roseli Spa · Rosa Alba Resort,"Roseli Spa inside Rosa Alba Resort & Villas, Tuy Hoa, Phu Yen, Vietnam",roselispa.jpg,16:9
뚜이호아,An Spa,"An Spa Tuy Hoa, Phu Yen, Vietnam · exact spa storefront",anspa.jpg,16:9
나트랑,Tuy Hòa → Nha Trang 이동,"Road travel route from Tuy Hoa, Phu Yen to Nha Trang, Khanh Hoa, Vietnam · coastal/intercity driving route",tuyhoaroute.jpg,16:9
나트랑,Cam Ranh International Airport,"Cam Ranh International Airport (CXR), Cam Ranh, Khanh Hoa, Vietnam · passenger terminal exterior",camranh.jpg,16:9
나트랑,VinWonders Nha Trang,"VinWonders Nha Trang, Hon Tre Island, Khanh Hoa, Vietnam · amusement park / cable car / entrance",vinwonders.jpg,16:9
나트랑,Nha Trang Beach,"Nha Trang Beach / Tran Phu beachfront, central Nha Trang, Khanh Hoa, Vietnam",nhatrangbeach.jpg,16:9
나트랑,Institute of Oceanography,"Institute of Oceanography Nha Trang / Vien Hai Duong Hoc, Cau Da area, Nha Trang, Khanh Hoa, Vietnam",oceanography.jpg,16:9
나트랑,Long Sơn Pagoda,"Long Son Pagoda / Chua Long Son, Phuong Son, Nha Trang, Khanh Hoa, Vietnam · white Buddha temple",longson.jpg,16:9
나트랑,Đầm Market,"Cho Dam / Dam Market Nha Trang, central Nha Trang, Khanh Hoa, Vietnam · circular market building",dammarket.jpg,16:9
나트랑,Mê Trang Cafe - Trần Phú,"Me Trang Cafe Tran Phu branch, Nha Trang, Khanh Hoa, Vietnam · exact cafe storefront",metrangtranphu.jpg,16:9
나트랑,2H Laundry Nha Trang,"2H Laundry Nha Trang, Khanh Hoa, Vietnam · exact laundry storefront/signage",laundry2h.jpg,16:9
나트랑,Wash & Go Nha Trang,"Wash & Go Nha Trang / Wash & Clean branch, Nha Trang, Khanh Hoa, Vietnam · exact laundry storefront",washgo.jpg,16:9
나트랑,Shine Spa for Sheraton,"Shine Spa for Sheraton Nha Trang, Sheraton Nha Trang Hotel & Spa, Tran Phu, Nha Trang, Vietnam",shinespasheraton.jpg,16:9
나트랑,Spa on The Beach,"Spa on The Beach Nha Trang, Nha Trang beachfront, Khanh Hoa, Vietnam · exact beach spa location",spaonthebeach.jpg,16:9
